ad	density	cc	spath	eigencentr	betwcentr
drug_6	-710	516	-645.5	574.5	564	-666.5
drug_60	-728	-731	-660	-631	630.5	387
drug_61	-617	-688	-630	-649	625.5	-400
drug_62	-743.5	-740.5	-613	-667	565	-563
drug_63	530.5	552.5	458.5	543	646.5	-413
drug_64	-602	-659	-594	-585	408.5	512
drug_65	-528.5	529.5	582.5	459	630.5	387
drug_66	-720	-733.5	-663.5	-609.5	-600.5	415
drug_67	-737.5	751	818	-652.5	693.5	649.5
drug_68	-741	-742	-668	-437	-514.5	415
drug_69	-634.5	-671.5	582.5	459	624.5	387
drug_7	627.5	620.5	650.5	-638	619	-695
drug_70	-576	-685	-623	-622	630.5	-402
drug_71	-649	-649	504	-464.5	-566.5	415
drug_72	-933.5	-955	-895	-905	-956	-548
drug_73	522.5	546.5	519.5	514	415.5	-413
drug_74	-634.5	-671.5	519.5	514	565	366
drug_75	-634.5	-671.5	582.5	459	-581	387
drug_76	472.5	529.5	582.5	-508	478	-458
drug_77	-576	-685	-623	-622	415.5	-402
drug_78	-737.5	-737.5	-666.5	-652.5	-516.5	462.5
drug_79	-930	-922.5	-762.5	-899.5	-806	526
drug_8	601.5	613.5	669.5	601	746.5	-672
drug_80	-634.5	-671.5	582.5	459	630.5	387
drug_81	-649	-649	590.5	-464.5	598.5	522
drug_82	787.5	762.5	421	757	405.5	-328
drug_83	798	765	394	765.5	384	-618.5
drug_84	-528.5	-510.5	340.5	372	467.5	507
drug_85	805.5	771.5	341.5	774	-439.5	-241.5
drug_86	-597.5	-480.5	338	425.5	-490.5	370.5
drug_87	801.5	754.5	-463.5	775	366.5	-389
drug_88	-668	-681	-510	-560	510.5	516
drug_89	-699	-722	-514.5	312	-496.5	530
drug_9	787.5	762.5	821.5	680	855.5	657
drug_90	-528.5	-510.5	338	425.5	446	370.5
drug_91	506.5	-429	359.5	368	455.5	419
drug_92	763.5	770.5	531.5	734	-518.5	-299.5
drug_93	-537.5	-603.5	-463.5	-446	482.5	436
drug_94	791	785	473	754.5	413.5	-318.5
drug_95	798	765	394	765.5	384	-318.5
drug_96	782	758	-475	757	367.5	-352
drug_97	800.5	786.5	368.5	770	370.5	-322.5
drug_98	803	792	440.5	764	-503	-215.5
drug_99	-584.5	-613.5	471.5	316	550.5	528
