ad	density	cc	spath	eigencentr	betwcentr
drug_416	-1094.5	-1034.5	-962.5	-1130.5	-831	-538.5
drug_417	-933	-804	786.5	-1021	741.5	-485
drug_418	-1014	-970	-1035	-1055.5	-915	-506
drug_419	-938	820.5	698	-1012	810	599
drug_42	-618	-663	544.5	-510.5	-580.5	800.5
drug_420	-830.5	-693.5	626	-814.5	-629	-414
drug_421	-930.5	820.5	662.5	-907	807.5	-493
drug_422	-1149.5	-1088.5	-924.5	-1160.5	-758.5	-572.5
drug_423	-1153.5	-974.5	-790.5	-1149.5	807	-620.5
drug_424	-1097.5	-938.5	-841.5	-1122.5	818	615.5
drug_425	-1094.5	-1034.5	-962.5	-1130.5	-867	-538.5
drug_426	-1097.5	-938.5	-841.5	-1122.5	801.5	615.5
drug_427	-938	820.5	698	-1012	786.5	599
drug_428	-1149.5	-1088.5	-924.5	-1160.5	-733	-572.5
drug_429	-1149.5	-1088.5	-924.5	-1160.5	-758.5	-572.5
drug_43	-618	-663	544.5	-510.5	-576	800.5
drug_430	-1131	-910	-730	-1129	627	-149
drug_431	-1149.5	-1088.5	-924.5	-1160.5	-760	-572.5
drug_432	-1057.5	815.5	652.5	-1066.5	805.5	-603.5
drug_433	-791.5	-884.5	-1030	-854	-955	-494
drug_434	-978.5	-1028.5	-1067	-1022.5	-955	-257
drug_435	-734.5	-654.5	640	-743	-678	-384
drug_436	-1094.5	-1034.5	-1031	-1115.5	-995.5	-602
drug_437	959.5	1033	1049	1008	922.5	-634.5
drug_438	959.5	1033	1049	1008	801	-634.5
drug_439	988	961	979.5	1046.5	1064	-820
drug_44	570.5	-693	663.5	607	776.5	646
