ad	density	cc	spath	eigencentr	betwcentr
drug_412	-831	1170	999.5	1180	1054	781.5
drug_413	-831	1170	999.5	1180	1052.5	781.5
drug_414	-831	924	791	909	1073.5	235
drug_415	-831	961.5	745.5	1075	1033.5	617.5
drug_416	-831	1170	999.5	1180	1051.5	781.5
drug_417	-831	917	900	925	822	-734
drug_418	-831	1170	999.5	1180	1056	781.5
drug_419	-831	732	695.5	767.5	844	-597.5
drug_42	-831	-623.5	-752	-620	-810	-456
drug_420	-831	995	964	1098	1039	-808
drug_421	-831	1108	711	1159	929.5	696
drug_422	-831	930	654.5	959.5	1205	515.5
drug_423	-831	1193.5	758.5	1203.5	1239.5	736.5
drug_424	-831	1308	1217.5	1310.5	1268	625.5
drug_425	-831	-855.5	661	-822	920	-660
drug_426	-831	1223	992.5	1233.5	1255	476.5
drug_427	-831	1108	711	1159	1000.5	696
drug_428	-831	917	900	925	821	-734
drug_429	-831	1261.5	1194.5	1263.5	1297.5	565.5
drug_43	-831	632	678	641	814	-479
drug_430	-831	-855.5	661	-822	967.5	-660
drug_431	-831	1170	999.5	1180	1007.5	781.5
drug_432	-831	972.5	656.5	1103.5	1185	562.5
drug_433	-831	-842	930	-797	-781	-614
drug_434	-831	-899.5	-881.5	-877.5	-846	-780.5
drug_435	-831	1061	1091	1022	1121	-449.5
drug_436	-831	1061	1091	1022	1134	-449.5
drug_437	-831	-1144.5	-1035.5	-1097.5	-1058	-899.5
drug_438	-831	-595.5	-812.5	-548	-773.5	-927.5
drug_439	-831	-1007	-1105	-970	-1159.5	-735
drug_44	-831	-841	-921	-818.5	-851	-606
drug_440	-831	-752.5	-993.5	-711.5	834	-483.5
drug_441	-831	-841	-921	-818.5	-731	-606
drug_442	-831	-595.5	-812.5	-548	-678.5	-927.5
drug_443	-831	-1007	-1105	-970	-1107.5	-735
drug_444	-831	-715.5	-1025.5	-592	-877.5	-965.5
drug_445	-831	-1007	-1105	-970	-1043	-735
drug_446	-831	-910.5	-636	-879.5	-542.5	-678
drug_447	-831	-1007	-1105	-970	1079	-735
drug_448	-831	-841	-921	-818.5	-833.5	-606
drug_449	-831	-841	-921	-818.5	-1110	-606
drug_45	-831	-841	-921	-818.5	-954.5	-606
drug_450	-831	-841	-921	-818.5	-922	-606
drug_451	-831	-841	-921	-818.5	-922	-606
drug_452	-831	-738.5	-1019	-592	-907	-954
drug_453	-831	-1007	-1105	-970	-1004	-735
drug_454	-831	-788	-782	-640.5	-726	-983
drug_455	-831	882.5	-1007.5	861.5	1142	595.5
drug_456	-831	-623.5	-752	-620	-554.5	-456
drug_457	-831	-623.5	-752	-620	-547.5	-456
drug_458	-831	-1007	-1105	-970	-1202.5	-735
drug_459	-831	-841	-921	-818.5	-818.5	-606
